N0582,N0816,N1594,N1882,N2550,N3375
0.344,0.118,0.277,0.521,0.118,0.296
0.149,0.119,0.278,0.064,0.118,0.23
0.141,0.12,0.312,0.131,0.17,0.217
0.145,0.222,0.416,0.139,0.14,0.317
0.139,0.087,0.34,0.063,0.409,0.243
0.143,0.128,0.25,0.063,0.251,0.225
0.139,0.275,0.215,0.063,0.186,0.217
0.152,0.213,0.31,0.063,0.689,0.273
0.16,0.208,0.242,0.063,0.612,0.226
0.128,0.201,0.224,0.063,0.208,0.497
0.123,0.123,0.391,0.245,0.174,0.278
0.102,0.295,0.223,1.044,0.142,0.192
0.119,0.211,0.167,1.036,0.144,0.3
0.125,0.217,0.16,0.92,1.035,0.332
0.093,0.349,0.152,0.603,1.083,0.252
0.093,0.255,0.172,0.199,0.31,0.32
0.1,0.285,0.214,0.09,0.246,0.233
0.134,0.269,0.518,0.088,0.294,0.231
0.117,0.267,0.303,0.433,0.462,0.141
0.12,0.391,0.559,0.746,0.493,0.141
0.226,0.219,0.3,0.643,0.391,0.24
0.193,0.341,0.379,0.601,0.143,0.299
0.235,0.296,0.909,0.59,0.142,0.524
0.448,0.299,0.481,0.592,0.141,0.438
0.237,0.303,0.925,0.667,0.139,0.309
0.229,0.298,0.323,0.684,0.14,0.363
0.224,0.279,0.344,0.804,0.14,0.337
0.2,0.498,0.408,0.742,0.14,0.311
0.24,0.668,0.331,0.079,0.14,0.274
0.154,0.381,0.233,0.07,0.141,0.1
0.214,0.308,0.166,0.068,0.175,0.048
0.177,0.195,0.163,0.068,0.506,0.068
0.148,0.136,0.159,0.074,0.443,0.066
0.122,0.146,0.191,0.117,0.501,0.065
0.101,0.135,0.151,0.151,0.51,0.054
0.098,0.137,0.179,0.085,0.353,0.046
0.099,0.093,0.151,0.066,0.183,0.065
0.126,0.09,0.174,0.066,0.124,0.063
0.123,0.125,0.143,0.067,0.124,0.068
0.12,0.121,0.17,0.066,0.123,0.047
0.123,0.12,0.178,0.066,0.124,0.096
0.123,0.12,0.136,0.139,0.123,0.111
0.226,0.12,0.324,0.133,0.128,0.133
0.393,0.117,0.31,0.065,0.127,0.128
0.127,0.363,0.286,0.068,0.126,0.215
0.169,0.137,0.854,0.068,0.125,0.117
0.225,0.084,0.801,0.212,0.231,0.097
0.172,0.128,0.628,0.348,0.125,0.157
0.239,0.224,0.478,0.202,0.102,0.413
0.168,0.204,1.14,0.146,0.102,0.271
0.177,0.224,2.029,0.077,0.102,0.31
0.147,0.148,1.73,0.065,0.101,0.236
0.126,0.207,0.765,0.066,0.101,0.321
0.129,0.123,0.845,0.064,0.105,0.302
0.156,0.118,0.896,0.064,0.106,0.191
0.206,0.123,0.882,0.065,0.106,0.209
0.175,0.125,0.752,0.142,0.104,0.249
0.136,0.121,0.278,0.131,0.101,0.446
0.134,0.12,0.288,0.065,0.102,0.205
0.134,0.12,0.346,0.065,0.102,0.21
0.143,0.208,0.273,0.065,0.111,0.222
0.166,0.124,0.266,0.066,0.112,0.229
0.14,0.323,0.291,0.066,0.102,0.338
0.111,0.215,0.385,0.089,0.102,0.233
0.135,0.269,0.419,0.555,0.101,0.233
0.131,0.436,0.911,0.631,0.102,0.238
0.102,0.292,1.113,0.6,0.102,0.187
0.156,0.282,0.476,0.6,0.104,0.185
0.159,0.422,0.297,0.702,0.106,0.646
0.14,0.283,0.325,0.786,0.105,0.478
0.149,0.277,0.314,0.678,0.104,0.459
0.156,0.273,0.317,0.644,0.104,0.449
0.147,0.278,0.42,0.605,0.103,0.404
0.242,0.228,0.362,0.648,0.1,0.317
0.205,0.248,0.372,0.686,0.1,0.293
0.199,0.271,0.31,0.271,0.101,0.58
0.171,0.401,0.189,0.067,0.107,0.386
0.164,0.267,0.156,0.212,0.101,0.085
0.253,0.285,0.179,0.167,0.102,0.054
0.154,0.271,0.172,0.071,0.102,0.076
0.191,0.139,0.154,0.07,0.102,0.064
0.199,0.12,0.188,0.068,0.101,0.045
0.205,0.127,0.146,0.068,0.1,0.068
0.157,0.118,0.187,0.069,0.102,0.073
0.143,0.121,0.151,0.166,0.102,0.05
0.164,0.126,0.174,0.128,0.103,0.053
0.198,0.125,0.163,0.069,0.108,0.061
0.151,0.118,0.146,0.068,0.103,0.071
0.131,0.122,0.192,0.069,0.109,0.054
0.126,0.118,0.282,0.069,0.105,0.045
0.126,0.299,0.395,0.067,0.106,0.089
0.26,0.192,0.261,0.129,0.105,0.107
0.169,0.123,0.325,0.143,0.104,0.114
0.204,0.095,0.369,0.065,0.104,0.216
0.124,0.122,0.627,0.065,0.132,0.13
0.172,0.112,0.457,0.065,0.102,0.18
0.141,0.112,0.339,0.141,0.1,0.344
0.155,0.11,0.459,0.132,0.102,0.262
0.219,0.11,0.338,0.108,0.102,0.235
0.133,0.231,0.285,0.144,0.099,0.888
0.209,0.182,0.28,0.074,0.099,0.253
0.216,0.202,0.306,0.064,0.101,0.169
0.336,0.203,0.265,0.063,0.1,0.185
0.276,0.229,0.659,0.139,0.1,0.155
0.268,0.938,0.597,0.14,0.101,0.534
0.268,0.283,0.902,0.331,0.102,0.228
0.204,0.246,0.378,0.687,0.104,0.297
0.25,0.251,0.388,0.699,0.105,0.239
0.241,0.296,0.288,0.671,0.105,0.222
0.22,0.243,0.274,0.222,0.122,0.227
0.207,0.336,0.282,0.124,0.1,0.205
0.314,0.164,0.274,0.193,0.102,0.194
0.198,0.244,1.292,0.174,0.101,0.226
0.171,0.211,0.521,0.187,0.1,0.196
0.148,0.338,0.596,0.454,0.1,0.165
0.179,0.203,0.611,0.581,0.101,0.252
0.167,0.19,0.415,0.076,0.101,0.491
0.173,0.109,0.327,0.151,0.101,1.105
0.222,0.114,0.285,0.102,0.102,0.515
0.224,0.37,0.406,0.069,0.101,0.372
0.207,0.252,0.283,0.067,0.1,0.312
0.291,0.28,0.294,0.065,0.104,0.338
0.192,0.344,0.317,0.065,0.104,0.375
0.181,0.348,0.298,0.131,0.103,0.225
0.239,0.285,0.339,0.133,0.102,0.259
0.209,0.287,1.025,0.067,0.103,0.178
0.219,0.277,0.626,0.085,0.1,0.052
0.189,0.404,0.621,0.212,0.1,0.053
0.183,0.257,0.361,0.104,0.107,0.074
0.181,0.244,0.32,0.104,0.101,0.072
0.181,0.128,0.181,0.154,0.102,0.049
0.209,0.117,0.16,0.086,0.101,0.057
0.131,0.121,0.159,0.07,0.101,0.073
0.105,0.129,0.176,0.07,0.102,0.059
0.1,0.119,0.144,0.072,0.106,0.045
0.104,0.124,0.174,0.102,0.101,0.072
0.154,0.123,0.148,0.189,0.102,0.069
0.14,0.123,0.175,0.135,0.107,0.043
0.294,0.119,0.177,0.071,0.102,0.087
0.193,0.121,0.266,0.071,0.103,0.102
0.179,0.121,0.359,0.069,0.101,0.066
0.195,0.118,0.278,0.068,0.105,0.084
0.188,0.124,0.488,0.068,0.134,0.261
0.168,0.117,0.268,0.15,0.104,0.263
0.161,0.093,0.371,0.115,0.104,0.401
0.274,0.081,0.305,0.064,0.102,0.262
0.221,0.102,0.437,0.213,0.101,0.273
0.189,0.227,0.323,0.25,0.099,0.042
0.175,0.304,0.488,0.09,0.1,0.059
0.164,0.167,0.395,0.459,0.099,0.074
0.249,1.025,0.325,0.672,0.099,0.141
0.183,0.386,0.403,0.595,0.1,0.202
0.22,0.828,0.414,0.658,0.099,0.119
0.248,1.397,0.312,0.596,0.099,0.109
0.222,0.35,0.314,0.737,0.1,0.068
0.218,1.671,0.32,0.671,0.1,0.085
0.205,1.212,0.335,0.636,0.099,0.12
0.202,0.812,0.43,0.649,0.118,0.194
0.22,0.585,0.34,0.688,0.1,0.117
0.265,0.315,0.345,0.605,0.099,0.09
0.235,0.421,0.453,0.54,0.099,0.216
0.253,0.328,0.736,0.263,0.1,0.47
0.26,0.278,0.485,0.184,0.128,0.263
0.212,0.615,0.339,0.168,0.124,0.24
0.28,0.266,0.362,0.064,0.272,0.897
0.293,0.416,0.342,0.132,0.253,0.965
0.162,0.333,0.372,0.102,0.141,0.79
0.35,0.28,0.355,0.071,0.118,0.455
0.257,0.269,0.375,0.072,0.118,0.592
0.271,0.343,0.359,0.144,0.116,0.46
0.235,0.262,0.36,0.123,0.118,0.399
0.275,0.265,0.495,0.065,0.119,0.359
0.289,0.266,0.357,0.067,0.119,0.35
0.338,0.332,0.191,0.082,0.127,0.357
0.237,0.34,0.162,0.25,0.13,0.163
0.229,0.266,0.188,0.163,0.125,0.115
0.23,0.253,0.152,0.155,0.122,0.104
0.181,0.165,0.163,0.107,0.121,0.069
0.189,0.137,0.144,0.075,0.12,0.08
0.156,0.121,0.157,0.071,0.121,0.055
0.129,0.12,0.19,0.069,0.121,0.05
0.096,0.128,0.148,0.07,0.215,0.074
0.094,0.121,0.169,0.092,0.196,0.066
0.118,0.119,0.142,0.153,0.128,0.045
0.142,0.104,0.176,0.109,0.121,0.065
0.154,0.076,0.145,0.069,0.121,0.073
0.121,0.164,0.334,0.069,0.128,0.073
0.272,0.171,0.257,0.08,0.124,0.084
0.23,0.121,0.3,0.066,0.123,0.153
0.275,0.126,0.413,0.064,0.123,0.128
0.236,0.124,0.572,0.142,0.149,0.09
0.127,0.12,0.393,0.23,0.122,0.432
0.095,0.124,0.518,0.148,0.121,0.246
0.089,0.121,0.703,0.555,0.118,0.485
0.101,0.12,0.362,0.64,0.119,0.334
0.094,0.125,0.414,0.641,0.12,0.312
0.125,0.119,0.38,0.568,0.118,0.218
0.104,0.119,0.276,0.179,0.119,0.242
0.1,0.126,0.31,0.373,0.124,0.203
0.218,0.25,0.67,0.596,0.253,0.615
0.21,0.212,0.384,0.663,0.182,0.285
0.308,0.151,0.89,0.766,0.248,0.28
0.195,0.091,0.389,0.694,0.238,0.253
0.176,0.158,0.291,0.639,0.281,0.326
0.141,0.13,0.224,0.683,0.133,0.258
0.126,0.247,0.507,0.604,0.153,0.198
0.156,0.129,0.597,0.614,0.195,0.224
0.137,0.321,0.549,0.612,0.235,0.247
0.122,0.242,0.325,0.71,0.416,0.222
0.091,0.263,0.468,0.51,0.301,0.097
0.194,0.314,0.477,0.093,0.321,0.093
0.184,0.243,0.456,0.069,0.35,0.222
0.214,0.411,0.312,0.069,0.308,0.986
0.447,0.297,0.299,0.344,0.487,0.334
0.275,0.293,0.314,0.61,0.237,0.307
0.226,0.31,0.311,0.695,0.167,0.39
0.359,0.287,0.317,0.739,0.166,0.523
0.216,0.289,0.411,0.638,0.173,0.503
0.196,0.367,0.313,0.79,0.292,0.457
0.195,0.285,0.332,0.691,0.205,0.311
0.195,0.288,0.291,0.317,0.178,0.282
0.23,0.292,0.225,0.073,0.189,0.219
0.233,0.276,0.146,0.119,0.181,0.097
0.234,0.271,0.215,0.178,0.181,0.122
0.166,0.205,0.181,0.133,0.243,0.138
0.12,0.126,0.265,0.077,0.143,0.143
0.105,0.12,0.174,0.076,0.141,0.128
0.099,0.126,0.192,0.075,0.14,0.093
0.104,0.126,0.179,0.098,0.123,0.103
0.134,0.117,0.162,0.157,0.126,0.078
0.103,0.12,0.166,0.094,0.142,0.079
0.116,0.119,0.161,0.069,0.122,0.102
0.119,0.118,0.168,0.069,0.122,0.087
0.24,0.125,0.262,0.069,0.136,0.069
0.148,0.14,0.288,0.068,0.133,0.123
0.189,0.181,0.307,0.146,0.122,0.141
0.307,0.174,0.325,0.118,0.121,0.223
0.153,0.123,0.294,0.065,0.13,0.195
0.421,0.106,0.492,0.155,0.16,0.137
0.365,0.086,0.462,0.162,0.134,0.316
0.173,0.078,0.39,0.069,0.12,0.307
0.14,0.126,0.43,0.138,0.12,0.088
0.111,0.13,0.408,0.12,0.127,0.054
0.09,1.059,0.223,0.067,0.205,0.084
0.091,0.261,0.545,0.063,0.228,0.075
0.09,0.24,0.306,0.064,0.139,0.295
0.117,0.17,0.339,0.063,0.199,0.419
0.125,0.168,0.364,0.117,0.141,0.224
0.124,0.263,0.324,0.13,0.144,0.249
0.124,0.148,0.339,0.063,0.147,0.286
0.091,0.143,0.484,0.067,0.17,0.295
0.091,0.22,0.415,0.202,0.144,0.251
0.093,0.241,0.378,0.107,0.147,0.235
0.115,0.144,0.368,0.163,0.27,0.241
0.129,0.23,0.433,0.17,0.139,0.125
0.125,0.122,0.383,0.104,0.151,0.231
0.124,0.5,0.456,0.105,0.206,0.214
0.125,0.259,1.045,0.162,0.142,0.194
0.129,0.225,0.925,0.1,0.145,0.23
0.157,0.147,0.516,0.14,0.148,0.187
0.299,0.657,0.311,0.126,0.138,0.186
0.267,0.829,0.329,0.121,0.145,0.326
0.317,0.421,0.331,0.188,0.138,0.247
0.246,0.289,0.431,0.107,0.139,0.211
0.237,0.374,0.371,0.156,0.19,0.392
0.31,1.05,0.37,0.681,0.324,0.364
0.288,0.329,0.334,0.739,0.372,0.348
0.211,0.291,0.345,0.715,0.563,0.292
0.22,0.275,0.164,0.401,0.437,0.107
0.19,0.286,0.167,0.103,0.532,0.065
0.134,0.275,0.18,0.068,0.481,0.097
0.128,0.264,0.176,0.124,0.482,0.112
0.107,0.156,0.165,0.155,0.392,0.119
0.098,0.126,0.171,0.071,0.209,0.105
0.097,0.121,0.172,0.074,0.125,0.075
0.093,0.121,0.144,0.076,0.128,0.079
0.094,0.121,0.198,0.074,0.135,0.066
0.127,0.121,0.159,0.086,0.127,0.054
0.127,0.121,0.176,0.155,0.124,0.062
0.118,0.118,0.153,0.118,0.124,0.076
0.12,0.12,0.174,0.07,0.129,0.068
0.263,0.129,0.148,0.068,0.133,0.048
0.198,0.289,0.273,0.067,0.126,0.051
0.156,0.187,0.204,0.072,0.124,0.071
0.283,0.162,0.415,0.103,0.121,0.253
0.137,0.133,0.502,0.234,0.122,0.097
0.228,0.122,0.661,0.251,0.155,0.846
0.128,0.119,0.45,0.089,0.139,0.209
0.127,0.12,0.364,0.065,0.129,0.375
0.125,0.12,0.731,0.064,0.125,0.314
0.125,0.118,0.721,0.069,0.122,0.482
0.21,0.199,1.209,0.13,0.123,0.243
0.139,0.126,0.459,0.151,0.122,0.873
0.153,0.123,0.335,0.075,0.122,0.263
0.114,0.12,0.309,0.063,0.121,0.235
0.135,0.255,0.301,0.063,0.136,0.369
0.125,0.129,0.189,0.07,0.227,0.339
0.125,0.226,0.179,0.071,0.194,0.295
0.133,0.163,0.166,0.134,0.165,0.25
0.13,0.22,0.32,0.288,0.248,0.236
0.125,0.172,0.173,0.225,0.134,0.28
0.129,0.332,0.527,0.216,0.153,0.208
0.132,0.234,0.291,0.135,0.273,0.279
0.131,0.241,0.277,0.135,0.138,0.243
0.13,0.238,0.381,0.189,0.147,0.567
0.131,0.24,0.304,0.14,0.134,0.409
0.127,0.238,0.604,0.105,0.138,0.527
0.256,0.39,0.472,0.106,0.16,0.363
0.198,0.265,0.286,0.107,0.29,0.393
0.189,0.235,0.28,0.137,0.214,0.572
0.232,0.331,0.304,0.244,0.145,0.295
0.234,0.299,0.266,0.262,0.235,0.361
0.233,0.29,0.322,0.116,0.241,0.263
0.364,0.294,0.308,0.133,0.235,0.458
0.218,0.297,0.322,0.247,0.407,0.343
0.201,0.291,0.303,0.26,0.408,0.253
0.209,0.296,0.33,0.272,0.339,0.279
0.247,0.433,0.242,0.138,0.292,0.283
0.239,0.288,0.215,0.072,0.291,0.333
0.148,0.291,0.187,0.079,0.255,0.248
0.162,0.286,0.17,0.072,0.278,0.106
0.161,0.252,0.165,0.071,0.168,0.067
0.148,0.133,0.188,0.161,0.125,0.061
0.147,0.121,0.162,0.146,0.125,0.076
0.153,0.122,0.178,0.072,0.127,0.076
0.161,0.121,0.173,0.069,0.126,0.067
0.136,0.119,0.167,0.073,0.126,0.057
0.14,0.121,0.177,0.077,0.125,0.058
0.247,0.12,0.156,0.142,0.131,0.076
0.143,0.116,0.171,0.153,0.13,0.072
0.14,0.167,0.274,0.073,0.127,0.048
0.213,0.186,0.322,0.076,0.124,0.048
0.335,0.184,0.275,0.074,0.123,0.071
0.263,0.149,0.35,0.065,0.124,0.102
0.228,0.136,0.327,0.22,0.153,0.204
0.249,0.124,0.52,0.199,0.122,0.311
0.212,0.12,0.386,0.141,0.122,0.284
0.162,0.119,0.39,0.063,0.128,0.593
0.103,0.121,0.376,0.067,0.239,0.298
0.091,0.117,0.432,0.073,0.181,0.249
0.09,0.119,0.271,0.066,0.245,0.411
0.121,0.119,0.275,0.125,0.14,0.332
0.132,0.235,0.361,0.154,0.135,0.315
0.123,0.12,0.273,0.081,0.136,0.26
0.136,0.175,0.287,0.063,0.137,0.284
0.124,0.15,0.254,0.064,0.148,0.23
0.136,0.147,0.352,0.072,0.172,0.227
0.123,0.249,0.299,0.12,0.147,0.212
0.136,0.143,0.253,0.203,0.136,0.258
0.136,0.147,0.203,0.165,0.134,0.238
0.131,0.144,0.232,0.112,0.134,0.212
0.129,0.338,0.188,0.102,0.134,0.24
0.137,0.236,0.242,0.104,0.134,0.149
0.137,0.357,0.268,0.117,0.135,0.166
0.136,0.248,1.657,0.194,0.134,0.253
0.161,0.645,0.746,0.223,0.154,0.255
0.163,0.344,1.222,0.161,0.141,0.249
0.163,0.301,1.012,0.118,0.138,0.279
0.165,0.448,0.642,0.233,0.133,0.27
0.163,0.301,0.851,0.243,0.133,0.44
0.163,0.301,0.36,0.589,0.131,0.296
0.136,0.302,0.322,0.712,0.13,0.34
0.186,0.305,0.328,0.163,0.131,0.478
0.236,0.426,0.356,0.135,0.132,0.388
0.234,0.292,0.324,0.168,0.136,0.258
0.234,0.295,0.218,0.078,0.141,0.247
0.307,0.296,0.195,0.073,0.139,0.089
0.236,0.299,0.197,0.082,0.178,0.069
0.263,0.281,0.189,0.113,0.262,0.066
0.25,0.168,0.174,0.157,0.243,0.087
0.253,0.133,0.211,0.105,0.125,0.071
0.148,0.122,0.169,0.072,0.124,0.058
0.161,0.121,0.202,0.069,0.127,0.069
0.148,0.121,0.167,0.077,0.131,0.081
0.161,0.12,0.199,0.167,0.133,0.072
0.159,0.121,0.17,0.141,0.126,0.062
0.155,0.118,0.212,0.073,0.125,0.058
0.141,0.12,0.227,0.078,0.126,0.068
0.146,0.17,0.306,0.068,0.125,0.072
0.256,0.293,0.222,0.082,0.125,0.059
0.185,0.168,0.372,0.16,0.132,0.23
0.474,0.144,0.373,0.132,0.131,0.087
0.231,0.126,0.24,0.065,0.154,0.203
0.141,0.122,0.366,0.241,0.124,0.077
0.136,0.118,0.291,0.079,0.122,0.303
0.122,0.12,0.414,0.161,0.123,0.26
0.136,0.117,0.674,0.178,0.124,0.22
0.136,0.119,0.46,0.089,0.124,0.317
0.135,0.12,0.387,0.07,0.131,0.247
0.136,0.116,1.355,0.077,0.13,0.247
0.135,0.12,0.929,0.097,0.128,0.481
0.135,0.24,1.467,0.156,0.123,0.16
0.135,0.226,0.891,0.121,0.144,0.214
0.136,0.286,0.976,0.066,0.14,0.21
0.135,0.219,0.507,0.072,0.144,0.334
0.135,0.254,1.177,0.073,0.142,0.229
0.135,0.136,0.311,0.105,0.15,0.229
0.136,0.158,1.067,0.159,0.187,0.264
0.136,0.291,0.322,0.112,0.144,0.293
0.135,0.253,0.238,0.064,0.196,0.222
0.136,0.248,0.499,0.076,0.306,0.22
0.136,0.364,0.41,0.207,0.143,0.216
0.136,0.295,0.266,0.326,0.174,0.205
0.161,0.305,0.249,0.865,0.174,0.274
0.163,0.301,0.338,0.224,0.254,0.919
0.164,0.438,0.231,0.178,0.239,0.736
0.17,0.304,0.26,0.141,0.148,0.57
0.182,0.36,0.226,0.544,0.142,0.34
0.292,0.304,0.273,0.29,0.139,0.321
0.256,0.301,0.256,0.334,0.138,0.377
0.254,0.405,0.385,0.196,0.134,0.409
0.326,0.292,0.265,0.142,0.135,0.469
0.262,0.29,0.263,0.087,0.133,0.403
0.254,0.288,0.264,0.09,0.135,0.37
0.253,0.286,0.29,0.157,0.136,0.334
0.261,0.287,0.176,0.202,0.2,0.32
0.256,0.188,0.172,0.098,0.342,0.225
0.255,0.133,0.161,0.076,0.322,0.094
0.249,0.123,0.174,0.072,0.332,0.068
0.251,0.122,0.203,0.088,0.109,0.072
0.242,0.121,0.198,0.162,0.108,0.085
0.243,0.121,0.172,0.146,0.106,0.066
0.221,0.121,0.156,0.08,0.107,0.069
0.187,0.119,0.177,0.07,0.114,0.086
0.176,0.121,0.168,0.071,0.114,0.059
0.175,0.118,0.177,0.079,0.115,0.059
0.191,0.232,0.161,0.118,0.107,0.074
0.305,0.336,0.278,0.155,0.106,0.073
0.118,0.182,0.282,0.115,0.106,0.05
0.194,0.154,0.267,0.226,0.109,0.056
0.22,0.132,0.3,0.48,0.139,0.087
0.147,0.12,0.541,0.206,0.113,0.264
0.165,0.119,0.282,0.097,0.106,0.312
0.141,0.12,0.285,0.224,0.105,0.297
0.137,0.12,0.324,0.161,0.105,0.279
0.138,0.119,0.372,0.101,0.106,0.983
0.175,0.116,0.364,0.065,0.105,0.309
0.22,0.234,0.323,0.074,0.171,0.213
0.224,0.221,0.388,0.063,0.117,0.677
0.25,0.265,0.435,0.072,0.111,0.769
0.253,0.204,0.573,0.163,0.108,0.625
0.227,0.241,0.318,0.149,0.108,0.22
0.227,0.241,0.346,0.179,0.134,0.302
0.226,0.631,0.337,0.254,0.107,0.478
0.25,0.751,0.352,0.125,0.106,0.206
0.283,0.295,0.323,0.231,0.108,0.181
0.227,0.414,0.348,0.671,0.108,0.426
0.362,0.978,0.414,0.24,0.112,0.139
0.32,0.276,0.361,0.151,0.113,0.094
0.315,0.242,0.334,0.227,0.112,0.416
0.281,0.255,0.852,0.202,0.112,0.267
0.287,0.389,1.152,0.185,0.113,0.119
0.24,0.326,1.094,0.076,0.107,0.337
0.29,0.472,0.348,0.074,0.109,0.235
0.246,0.241,0.407,0.078,0.109,0.358
0.258,0.204,0.352,0.106,0.107,0.395
0.236,0.2,0.35,0.17,0.108,0.272
0.624,0.201,0.363,0.116,0.105,0.328
0.406,0.205,0.349,0.075,0.106,0.427
0.259,0.203,0.356,0.072,0.106,0.42
0.269,0.205,0.341,0.071,0.111,0.322
0.242,0.203,0.183,0.124,0.112,0.265
0.291,0.206,0.175,0.161,0.111,0.078
0.268,0.202,0.198,0.115,0.108,0.098
0.245,0.203,0.161,0.076,0.106,0.079
0.234,0.317,0.185,0.068,0.107,0.12
0.232,0.202,0.16,0.082,0.107,0.078
0.227,0.125,0.19,0.114,0.107,0.098
0.15,0.122,0.164,0.159,0.107,0.107
0.159,0.124,0.181,0.132,0.106,0.063
0.153,0.118,0.157,0.076,0.11,0.071
0.184,0.122,0.187,0.072,0.112,0.087
0.227,0.12,0.158,0.08,0.112,0.066
0.306,0.119,0.279,0.086,0.145,0.093
0.173,0.12,0.214,0.234,0.13,0.106
0.209,0.118,0.274,0.169,0.129,0.107
0.203,0.12,0.299,0.07,0.13,0.099
0.225,0.118,0.446,0.079,0.128,0.088
0.216,0.118,0.608,0.068,0.158,0.077
0.248,0.12,0.306,0.071,0.134,0.165
0.211,0.116,0.501,0.13,0.131,0.174
0.302,0.119,0.639,0.151,0.131,0.24
0.213,0.116,0.632,0.24,0.124,0.176
0.182,0.119,0.687,0.118,0.125,0.472
0.183,0.118,0.571,0.066,0.125,0.263
0.241,0.117,0.332,0.073,0.124,0.27
0.267,0.324,0.372,0.113,0.125,0.246
0.283,0.144,0.801,0.152,0.125,0.171
0.283,0.178,0.55,0.215,0.124,0.181
0.303,0.259,0.353,0.084,0.194,0.54
0.291,0.491,0.417,0.218,0.16,0.234
0.316,1.176,0.314,0.21,0.132,0.271
0.295,0.654,0.357,0.281,0.132,0.329
0.311,0.731,0.319,0.194,0.132,0.289
0.184,1.699,0.974,0.119,0.131,0.362
0.192,0.941,0.567,0.172,0.129,0.267
0.204,1.046,0.356,0.247,0.127,0.223
0.366,0.839,1.982,0.21,0.128,0.221
0.331,0.415,0.845,0.197,0.128,0.136
0.285,0.376,0.531,0.117,0.129,0.265
0.289,0.347,1.638,0.072,0.128,0.193
0.461,1.609,0.839,0.084,0.128,0.157
0.304,1.026,1.549,0.103,0.128,0.119
0.312,1.051,1.108,0.216,0.127,0.409
0.332,0.823,1.205,0.168,0.127,0.335
0.443,0.636,0.356,0.089,0.124,0.456
0.657,1.021,0.368,0.078,0.125,0.383
0.737,0.602,0.364,0.08,0.126,0.44
0.488,0.468,0.374,0.145,0.13,0.424
0.379,0.345,0.269,0.204,0.131,0.233
0.34,0.38,0.176,0.208,0.132,0.147
0.423,0.295,0.175,0.075,0.131,0.13
0.332,0.143,0.186,0.087,0.128,0.12
0.264,0.119,0.196,0.089,0.127,0.115
0.25,0.116,0.172,0.171,0.128,0.089
0.237,0.116,0.171,0.161,0.128,0.1
0.242,0.122,0.162,0.076,0.128,0.07
0.171,0.116,0.189,0.089,0.128,0.112
0.176,0.114,0.171,0.077,0.128,0.107
0.191,0.116,0.233,0.1,0.128,0.087
0.196,0.113,0.142,0.173,0.132,0.113
0.197,0.115,0.177,0.134,0.134,0.103
0.307,0.114,0.166,0.086,0.134,0.082
0.193,0.112,0.435,0.075,0.131,0.196
0.351,0.223,0.705,0.077,0.127,0.616
0.352,0.166,0.276,0.093,0.126,0.413
0.231,0.125,0.476,0.322,0.153,0.167
0.166,0.115,0.457,0.169,0.262,0.274
0.137,0.112,0.516,0.108,0.209,0.285
0.158,0.113,0.388,0.074,0.148,0.444
0.263,0.111,0.246,0.08,0.309,0.31
0.259,0.114,0.631,0.07,0.223,0.213
0.202,0.264,0.703,0.167,0.149,0.402
0.232,0.204,0.411,0.148,0.142,0.132
0.212,0.212,0.338,0.075,0.155,0.269
0.213,0.203,0.394,0.077,0.258,0.198
0.212,0.114,0.41,0.069,0.196,0.227
0.281,0.127,0.387,0.092,0.216,0.062
0.211,0.37,0.471,0.156,0.214,0.104
0.209,0.234,1.495,0.344,0.147,0.286
0.218,0.233,0.431,0.126,0.151,0.266
0.173,0.306,1.247,0.095,0.141,0.15
0.173,0.33,0.623,0.085,0.139,0.095
0.173,0.273,0.779,0.106,0.138,0.07
0.174,0.299,1.172,0.19,0.143,0.079
0.174,0.26,1.215,0.231,0.145,0.214
0.175,0.25,1.026,0.108,0.144,0.245
0.2,0.702,0.831,0.175,0.151,0.233
0.34,0.516,1.044,0.178,0.14,0.247
0.298,0.251,0.862,0.115,0.138,0.255
0.338,0.2,1.08,0.103,0.182,0.282
0.327,0.236,1.064,0.117,0.253,0.457
0.3,0.32,1.058,0.197,0.43,0.374
0.286,0.224,1.064,0.292,0.258,0.394
0.287,0.24,1.054,0.14,0.149,0.305
0.409,0.304,0.252,0.109,0.141,0.345
0.287,0.408,0.194,0.09,0.226,0.302
0.205,0.318,0.168,0.156,0.266,0.451
0.161,0.316,0.177,0.123,0.293,0.19
0.16,0.329,0.166,0.075,0.354,0.168
0.159,0.258,0.201,0.067,0.249,0.308
0.159,0.139,0.167,0.08,0.248,0.285
0.16,0.115,0.186,0.156,0.261,0.115
0.159,0.117,0.16,0.15,0.17,0.116
0.159,0.112,0.185,0.108,0.148,0.116
0.162,0.113,0.158,0.122,0.14,0.101
0.158,0.113,0.195,0.085,0.128,0.102
0.176,0.11,0.15,0.121,0.128,0.134
0.264,0.113,0.184,0.155,0.129,0.132
0.188,0.112,0.153,0.111,0.13,0.175
0.173,0.109,0.446,0.069,0.129,0.122
0.207,0.112,0.612,0.072,0.131,0.144
0.333,0.332,0.419,0.075,0.132,0.233
0.293,0.158,0.417,0.133,0.133,0.123
0.265,0.134,0.492,0.286,0.164,0.102
0.183,0.13,0.628,0.126,0.138,0.751
0.136,0.11,0.347,0.122,0.136,0.515
0.136,0.112,0.345,0.123,0.139,0.278
0.136,0.111,0.531,0.062,0.142,0.256
0.134,0.108,0.255,0.075,0.141,0.136
0.135,0.259,0.224,0.066,0.141,0.082
0.135,0.141,0.22,0.155,0.139,0.226
